game_id,title,release_date,esrb,console,metascore,user_score,sales_mil,details
876,The Lion's Song,2018-07-10,T,Switch,81,7.8,,The Lion’s Song is a narrative adventure game.
877,Overcooked! 2,2018-08-07,E,Switch,81,7.9,0.290,Journey back to the Onion Kingdom and assemble your team of chefs in classic couch co-op or online play for up to four players.
878,Jet Lancer,2020-05-12,T,Switch,81,,,"Jet Lancer is a high-velocity aerial combat shooter where you duel enemy aviators, hunt giant robots, and defy death at supersonic speeds."
879,Cotton Reboot!,2021-07-20,E10+,Switch,81,7.6,,Japan's favorite shooter mascot finally gets a worldwide release as a beautiful HD game with stunning graphics and remixed soundtracks.
880,Aviary Attorney,2020-01-30,T,Switch,81,7.4,,The hottest bird lawyering game to come out of 1840s France.
881,Persona 4 Arena Ultimax,2022-03-17,T,Switch,81,5.2,,"In P4AU, the characters from Persona 4 and Persona 3 once again find themselves teaming up to face off in the P-1 Climax, a series of battles which must be won before the world ends."
882,Untitled Goose Game,2019-09-20,E,Switch,81,7.6,,"Untitled Goose Game is a slapstick-stealth-sandbox, where you are a goose let loose on an unsuspecting village."
883,Shin Megami Tensei: Persona 3 Portable,2023-01-19,M,Switch,81,7.6,,"As a member of a secret school club, you must wield your inner power--Persona--and protect humanity from impending doom."
884,Dodgeball Academia,2021-08-05,E,Switch,81,8.2,,"In a world where dodgeball is life, you join Otto at the academy and train to become the ultimate dodgeball champion."
885,Operencia: The Stolen Sun,2020-03-31,T,Switch,81,7.1,,"Zen Studios’ modern homage to classic first-person dungeon-crawlers takes you to the land of Operencia, an unconventional fantasy world inspired by a faraway land referenced in countless Central European folktales."
886,Wunderling,2020-03-05,E,Switch,81,8.0,,"In Wunderling, you’re not a hero but a low-level video game goon who has just unlocked the power to jump."
887,Everhood,2021-03-04,E10+,Switch,81,7.8,,An UNCONVENTIONAL ADVENTURE RPG that takes place in an inexpressible world filled with amusing musical battles and strange delightful encounters.
888,Fly Together!,2021-04-29,E,Switch,81,,,Fly TOGETHER! is a multiplayer game of explosive airplane action that will challenge your inner air traffic controller.
889,SIFU,2022-11-08,M,Switch,81,8.0,,"Sifu is a stylish yet gritty beat-em-up, featuring visceral hand-to-hand combat in a contemporary urban setting."
890,R-Type Dimensions,2018-11-28,E,Switch,81,7.4,,"The coin-op classics, R-Type and R-Type II, are together at last in R-Type Dimensions!"
891,Rune Factory 4,2020-02-25,T,Switch,81,8.1,,Rune Factory 4 marks the return of the popular Harvest Moon spinoff that combines farming with dungeon adventuring.
892,WindJammers,2018-10-23,E,Switch,81,6.8,,"A dazzling new game combining the thrills of tennis, the dangers of the discus, and the heart-stopping competition of competition sports."
893,The Legend of Heroes: Trails of Cold Steel IV - The End of Saga,2021-04-09,T,Switch,81,8.7,,"Taking place shortly after the ending of Trails of Cold Steel III, the heroes of Class VII find themselves against the full force of the Empire in an attempt to stop its path of total domination."
894,Torchlight II,2019-09-03,T,Switch,81,8.5,,Beyond the town of Torchlight lies a world shrouded in adventure and mystery.
895,Okinawa Rush,2021-10-28,T,Switch,81,8.1,,"The Black Mantis clan has come to Okinawa... Take on the role of the martial arts master Hiro, Meilin, or Shin as they face off in a desperate fight for their lives against the Black Mantis clan."
896,Venba,2023-07-31,T,Switch,81,6.5,,Cook delicious South-Indian food and experience the journey of an immigrant family in Venba!
898,Dungeon Encounters,2021-10-14,E10+,Switch,81,6.8,,A new dungeon exploration RPG where you must strategize to survive.
900,Citizen Sleeper,2022-05-05,T,Switch,81,7.2,,"Live the life of an escaped worker, washed-up on a lawless station at the edge of an interstellar society."
901,Captain Toad: Treasure Tracker - Special Episode,2019-03-14,E,Switch,81,8.2,,DLC to Captain Toad: Treasure Tracker
902,The Legend of Zelda: Skyward Sword HD,2021-07-16,E10+,Switch,81,7.4,4.150,"Take to the skies, draw your sword, and experience the earliest story in the Legend of Zelda series."
903,Embracelet,2020-09-24,T,Switch,81,7.6,,"Embracelet is an adventure game set in Northern Norway - a unique coming of age story about love, loss, friendship and family - and a magical bracelet with mysterious powers."
904,Bayonetta Origins: Cereza and the Lost Demon,2023-03-17,T,Switch,81,8.5,,Take control of Cereza and her first demon Cheshire to fend off faeries and solve puzzles.
905,Castlevania Anniversary Collection,2019-05-16,T,Switch,81,8.5,,Classics that defined the Castlevania series.
906,Monster Hunter Stories 2: Wings of Ruin,2021-07-09,E10+,Switch,81,6.3,,"Monster Hunter Stories 2: Wings of Ruin offers both RPG and Monster Hunter fans a unique new experience with a rich storyline featuring charming characters, challenging quests and friendly encounters with familiar monsters from the Monster Hunter series."
